pais_nombre;pais_area_total_km2;pais_pob_total;L1_tipo;L1_nombre;L1_area_km2;L1_pct_area_pais;L1_rank_area_pais;L1_rank_area_superior;L1_pob;L1_pct_pob_pais;L1_rank_pob_pais;L1_rank_pob_superior;L1_num_subdivisiones_hijas;L1_capitales_nombres;L1_capitales_pob;L1_capitales_pct_pob_sub;L1_ciudad_mas_poblada_nombre;L1_ciudad_mas_poblada_pob;L1_ciudad_mas_poblada_pct_pob_sub;L1_escanhos;L2_tipo;L2_nombre;L2_area_km2;L2_pct_area_pais;L2_pct_area_superior;L2_rank_area_pais;L2_rank_area_superior;L2_pob;L2_pct_pob_pais;L2_pct_pob_superior;L2_rank_pob_pais;L2_rank_pob_superior;L2_num_subdivisiones_hijas;L2_capitales_nombres;L2_capitales_pob;L2_capitales_pct_pob_sub;L2_ciudad_mas_poblada_nombre;L2_ciudad_mas_poblada_pob;L2_ciudad_mas_poblada_pct_pob_sub;L2_escanhos;L3_tipo;L3_nombre;L3_area_km2;L3_pct_area_pais;L3_pct_area_superior;L3_rank_area_pais;L3_rank_area_superior;L3_pob;L3_pct_pob_pais;L3_pct_pob_superior;L3_rank_pob_pais;L3_rank_pob_superior;L3_num_subdivisiones_hijas;L3_capitales_nombres;L3_capitales_pob;L3_capitales_pct_pob_sub;L3_ciudad_mas_poblada_nombre;L3_ciudad_mas_poblada_pob;L3_ciudad_mas_poblada_pct_pob_sub;L3_escanhos
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Oranlesado;334100.00;4.35;28.30;6;1;7495607;3.45;9.32;11;5;389;Oran;609940;8.14;Oran;609940;8.14;16
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Rif;20001.21;0.26;1.69;37;11;4509823;2.08;5.60;20;8;175;Tétouan;422757;9.37;Tanger;1275428;28.28;10
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Sus y Masa;74068.00;0.96;6.27;16;6;3748018;1.73;4.66;22;9;271;Agadir;504768;13.47;Agadir;504768;13.47;9
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Túnez;156127.00;2.03;13.22;10;3;11972169;5.51;14.88;3;2;350;Tunis;604599;5.05;Tunis;604599;5.05;26
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Uchda;53460.20;0.70;4.53;21;8;1324650;0.61;1.65;38;12;68;Oujda;506224;38.22;Oujda;506224;38.22;4
;;;;;;;;;;;;;;;;;;;;;Prefectura;Sahara;3909157.20;50.88;76.80;1;1;8631165;3.97;9.69;4;2;4;Nouakchott;627415;7.27;Nouakchott;627415;7.27;22;Provincia;Azawad;823691.20;10.72;21.07;3;3;1284836;0.59;14.89;39;3;87;Tombouctou;54629;4.25;Gao;86353;6.72;4
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Mauritania;1040647.00;13.55;26.62;2;2;4927530;2.27;57.09;18;1;230;Nouakchott;627415;12.73;Nouakchott;627415;12.73;11
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Sahara Occidental;306834.00;3.99;7.85;7;4;818810;0.38;9.49;44;4;22;Laâyoune;262791;32.09;Laâyoune;262791;32.09;3
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Sahara Oriental;1737985.00;22.62;44.46;1;1;1599989;0.74;18.54;34;2;80;Ouargla;133024;8.31;Ouargla;133024;8.31;4
;;;Región cultural;Latinos;916713.35;11.93;3;3;121117653;55.78;1;1;3;Roma;3513;0.00;Roma;3513;0.00;283;Prefectura;España;599619.24;7.80;65.41;4;1;58334311;26.86;48.16;3;2;15;Madrid;3477497;5.96;Madrid;3477497;5.96;136;Provincia;Andalucía;59541.48;0.78;9.93;20;5;5290942;2.44;9.07;17;5;406;Sevilla;688714;13.02;Sevilla;688714;13.02;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Aragón;47720.00;0.62;7.96;23;6;1364621;0.63;2.34;37;12;731;Zaragoza;699007;51.22;Zaragoza;699007;51.22;4
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Asturias;10604.00;0.14;1.77;40;13;1015128;0.47;1.74;43;14;78;Oviedo;223576;22.02;Gijón;271259;26.72;3
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Bearne;4736.29;0.06;0.79;47;15;372696;0.17;0.64;49;15;395;Pau;78620;21.09;Pau;78620;21.09;2
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Castilla la Nueva;72564.00;0.94;12.10;17;3;8849513;4.08;15.17;8;2;1011;Toledo;87074;0.98;Madrid;3477497;39.30;19
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Cataluña;35805.39;0.47;5.97;26;7;8602860;3.96;14.75;9;3;1150;Barcelona;1713247;19.91;Barcelona;1713247;19.91;19
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Castilla la Vieja;66099.00;0.86;11.02;19;4;2379607;1.10;4.08;28;9;1703;Burgos;178370;7.50;Valladolid;301798;12.68;6
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Galicia;29574.00;0.38;4.93;28;8;2714741;1.25;4.65;27;8;313;Santiago de Compostela;100842;3.71;Vigo;295735;10.89;7
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Granada;28743.41;0.37;4.79;29;9;3594601;1.66;6.16;23;6;380;Granada;235294;6.55;Málaga;597173;16.61;8
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Islas Baleares;4992.00;0.06;0.83;45;14;1249844;0.58;2.14;40;13;67;Palma;443196;35.46;Palma;443196;35.46;4
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;León;80127.00;1.04;13.36;14;2;1995385;0.92;3.42;31;10;1209;León;124091;6.22;Badajoz;150870;7.56;5
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Murcia;26239.00;0.34;4.38;31;10;1977740;0.91;3.39;32;11;132;Murcia;477631;24.15;Murcia;477631;24.15;5
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Pamplona;20533.47;0.27;3.42;36;12;3252974;1.50;5.58;26;7;678;Pamplona;209676;6.45;Bilbao;350975;10.79;8
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Portugal;89085.20;1.16;14.86;13;1;10248477;4.72;17.57;6;1;278;Lisboa;575739;5.62;Lisboa;575739;5.62;22
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Valencia;23255.00;0.30;3.88;34;11;5425182;2.50;9.30;15;4;542;València;841558;15.51;València;841558;15.51;12
;;;;;;;;;;;;;;;;;;;;;Prefectura;Italia;302490.91;3.94;33.00;5;2;59531981;27.42;49.15;2;1;15;Roma;3513;0.01;Roma;3513;0.01;137;Provincia;Cerdeña;24099.45;0.31;7.97;33;6;1561339;0.72;2.62;35;8;377;Cagliari;146627;9.39;Cagliari;146627;9.39;4
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Génova;5416.15;0.07;1.79;44;11;1509908;0.70;2.54;36;9;234;Genova;563947;37.35;Genova;563947;37.35;4
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Iliria;687.90;0.01;0.23;52;14;366685;0.17;0.62;50;14;31;Trieste;198668;54.18;Trieste;198668;54.18;2
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Lucca;1774.04;0.02;0.59;50;13;380693;0.18;0.64;48;13;33;Lucca;88614;23.28;Lucca;88614;23.28;2
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Milán;10158.49;0.13;3.36;41;9;6933173;3.19;11.65;13;4;792;Milano;1366155;19.70;Milano;1366155;19.70;15
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Módena;4979.02;0.06;1.65;46;12;1240262;0.57;2.08;41;10;89;Modena;184739;14.90;Modena;184739;14.90;4
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Nápoles;76548.02;1.00;25.31;15;1;13517554;6.23;22.71;1;1;1856;Napoli;908082;6.72;Napoli;908082;6.72;29
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Parma;6033.16;0.08;1.99;43;10;742758;0.34;1.25;45;12;90;Parma;198986;26.79;Parma;198986;26.79;2
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Piamonte;31616.14;0.41;10.45;27;4;4920498;2.27;8.27;19;6;1439;Torino;856745;17.41;Torino;856745;17.41;11
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Roma;43823.28;0.57;14.49;24;2;10376666;4.78;17.43;5;2;774;Roma;2746984;26.47;Roma;2746984;26.47;22
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Sicilia;26147.70;0.34;8.64;32;5;5342814;2.46;8.97;16;5;459;Palermo;625956;11.72;Palermo;625956;11.72;12
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;San Marino;61.19;0.00;0.02;53;15;33908;0.02;0.06;53;15;9;Città di San Marino;4107;12.11;Serravalle;11180;32.97;1
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Tirol;13607.00;0.18;4.50;38;8;1086095;0.50;1.82;42;11;282;Trento;118911;10.95;Trento;118911;10.95;3
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Toscana;21213.39;0.28;7.01;35;7;3280141;1.51;5.51;25;7;240;Firenze;362353;11.05;Firenze;362353;11.05;8
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Venecia;36325.98;0.47;12.01;25;3;8239487;3.79;13.84;10;3;1269;Venezia;249466;3.03;Verona;255133;3.10;18
;;;;;;;;;;;;;;;;;;;;;Prefectura;Macaronesia;14603.20;0.19;1.59;6;3;3251361;1.50;2.68;6;3;4;Las Palmas de Gran Canaria;384023;11.81;Las Palmas de Gran Canaria;384023;11.81;10;Provincia;Azores;2322.20;0.03;15.90;49;3;241718;0.11;7.43;52;4;19;Ponta Delgada;69038;28.56;Ponta Delgada;69038;28.56;1
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Canarias;7447.00;0.10;51.00;42;1;2258866;1.04;69.47;29;1;88;Santa Cruz de Tenerife;211498;9.36;Las Palmas de Gran Canaria;384023;17.00;6
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Cabo Verde;4033.00;0.05;27.62;48;2;491337;0.23;15.11;47;2;31;Praia;145378;29.59;Santiago;273988;55.76;2
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Madeira;801.00;0.01;5.49;51;4;259440;0.12;7.98;51;3;11;Funchal;108129;41.68;Funchal;108129;41.68;1
